Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
1,This,0.000,0.500,0.500,00:00.000,00:00.500,4
2,is,0.500,0.760,0.260,00:00.500,00:00.760,2
3,day,0.760,1.000,0.240,00:00.760,00:01.000,3
4,44,1.000,1.680,0.680,00:01.000,00:01.680,2
5,of,1.680,2.080,0.400,00:01.680,00:02.080,2
6,learning,2.080,2.320,0.240,00:02.080,00:02.320,8
7,National,2.320,2.900,0.580,00:02.320,00:02.900,8
8,Railway,2.900,3.380,0.480,00:02.900,00:03.380,7
9,System,3.380,3.760,0.380,00:03.380,00:03.760,6
10,in,3.760,4.040,0.280,00:03.760,00:04.040,2
11,Java,4.040,4.260,0.220,00:04.040,00:04.260,4
12,from,4.260,4.740,0.480,00:04.260,00:04.740,4
13,first,4.740,4.980,0.240,00:04.740,00:04.980,5
14,principles.,4.980,5.460,0.480,00:04.980,00:05.460,11
15,Last,5.820,6.360,0.540,00:05.820,00:06.360,4
16,"day,",6.360,6.660,0.300,00:06.360,00:06.660,4
17,we,6.820,6.900,0.080,00:06.820,00:06.900,2
18,learned,6.900,7.100,0.200,00:06.900,00:07.100,7
19,how,7.100,7.340,0.240,00:07.100,00:07.340,3
20,compile,7.340,7.860,0.520,00:07.340,00:07.860,7
21,-time,7.860,8.160,0.300,00:07.860,00:08.160,5
22,polymorphism,8.160,8.940,0.780,00:08.160,00:08.940,12
23,lets,8.940,9.260,0.320,00:08.940,00:09.260,4
24,the,9.260,9.500,0.240,00:09.260,00:09.500,3
25,system,9.500,9.780,0.280,00:09.500,00:09.780,6
26,resolve,9.780,10.200,0.420,00:09.780,00:10.200,7
27,method,10.200,10.660,0.460,00:10.200,00:10.660,6
28,calls,10.660,10.920,0.260,00:10.660,00:10.920,5
29,before,10.920,11.460,0.540,00:10.920,00:11.460,6
30,the,11.460,11.700,0.240,00:11.460,00:11.700,3
31,program,11.700,12.100,0.400,00:11.700,00:12.100,7
32,ever,12.100,12.540,0.440,00:12.100,00:12.540,4
33,runs.,12.540,12.960,0.420,00:12.540,00:12.960,5
34,The,13.740,13.980,0.240,00:13.740,00:13.980,3
35,fair,13.980,14.240,0.260,00:13.980,00:14.240,4
36,booking,14.240,14.520,0.280,00:14.240,00:14.520,7
37,engine,14.520,14.860,0.340,00:14.520,00:14.860,6
38,calculates,14.860,15.540,0.680,00:14.860,00:15.540,10
39,fares,15.540,15.820,0.280,00:15.540,00:15.820,5
40,in,15.820,16.020,0.200,00:15.820,00:16.020,2
41,multiple,16.020,16.380,0.360,00:16.020,00:16.380,8
42,ways.,16.380,16.780,0.400,00:16.380,00:16.780,5
43,Sometimes,17.280,17.740,0.460,00:17.280,00:17.740,9
44,it,17.740,18.000,0.260,00:17.740,00:18.000,2
45,only,18.000,18.320,0.320,00:18.000,00:18.320,4
46,knows,18.320,18.580,0.260,00:18.320,00:18.580,5
47,the,18.580,18.760,0.180,00:18.580,00:18.760,3
48,route.,18.760,18.940,0.180,00:18.760,00:18.940,6
49,Sometimes,19.440,19.720,0.280,00:19.440,00:19.720,9
50,it,19.720,19.920,0.200,00:19.720,00:19.920,2
51,also,19.920,20.280,0.360,00:19.920,00:20.280,4
52,knows,20.280,20.580,0.300,00:20.280,00:20.580,5
53,the,20.580,20.800,0.220,00:20.580,00:20.800,3
54,C,20.800,20.940,0.140,00:20.800,00:20.940,1
55,class.,20.940,21.240,0.300,00:20.940,00:21.240,6
56,Sometimes,21.800,22.220,0.420,00:21.800,00:22.220,9
57,it,22.220,22.460,0.240,00:22.220,00:22.460,2
58,also,22.460,22.840,0.380,00:22.460,00:22.840,4
59,knows,22.840,23.100,0.260,00:22.840,00:23.100,5
60,whether,23.100,23.420,0.320,00:23.100,00:23.420,7
61,it,23.420,23.600,0.180,00:23.420,00:23.600,2
62,is,23.600,23.720,0.120,00:23.600,00:23.720,2
63,peak,23.720,23.920,0.200,00:23.720,00:23.920,4
64,hour.,23.920,24.240,0.320,00:23.920,00:24.240,5
65,In,24.760,25.100,0.340,00:24.760,00:25.100,2
66,"Java,",25.100,25.380,0.280,00:25.100,00:25.380,5
67,you,25.640,25.740,0.100,00:25.640,00:25.740,3
68,can,25.740,25.880,0.140,00:25.740,00:25.880,3
69,write,25.880,26.040,0.160,00:25.880,00:26.040,5
70,the,26.040,26.220,0.180,00:26.040,00:26.220,3
71,same,26.220,26.520,0.300,00:26.220,00:26.520,4
72,method,26.520,26.900,0.380,00:26.520,00:26.900,6
73,name,26.900,27.120,0.220,00:26.900,00:27.120,4
74,three,27.120,27.600,0.480,00:27.120,00:27.600,5
75,times,27.600,28.080,0.480,00:27.600,00:28.080,5
76,with,28.080,28.580,0.500,00:28.080,00:28.580,4
77,different,28.580,29.000,0.420,00:28.580,00:29.000,9
78,parameter,29.000,29.480,0.480,00:29.000,00:29.480,9
79,signatures.,29.480,29.960,0.480,00:29.480,00:29.960,11
80,Calculate,30.700,31.140,0.440,00:30.700,00:31.140,9
81,fair,31.140,31.360,0.220,00:31.140,00:31.360,4
82,route.,31.360,31.700,0.340,00:31.360,00:31.700,6
83,Calculate,32.160,32.680,0.520,00:32.160,00:32.680,9
84,fair,32.680,32.880,0.200,00:32.680,00:32.880,4
85,route,32.880,33.260,0.380,00:32.880,00:33.260,5
86,C,33.260,33.640,0.380,00:33.260,00:33.640,1
87,class.,33.640,33.900,0.260,00:33.640,00:33.900,6
88,Calculate,34.460,34.980,0.520,00:34.460,00:34.980,9
89,fair,34.980,35.160,0.180,00:34.980,00:35.160,4
90,route,35.160,35.580,0.420,00:35.160,00:35.580,5
91,C,35.580,35.940,0.360,00:35.580,00:35.940,1
92,class,35.940,36.240,0.300,00:35.940,00:36.240,5
93,is,36.240,36.560,0.320,00:36.240,00:36.560,2
