Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
1,This,0.000,0.480,0.480,00:00.000,00:00.480,4
2,is,0.480,0.840,0.360,00:00.480,00:00.840,2
3,day,0.840,1.100,0.260,00:00.840,00:01.100,3
4,48,1.100,1.740,0.640,00:01.100,00:01.740,2
5,of,1.740,2.080,0.340,00:01.740,00:02.080,2
6,learning,2.080,2.400,0.320,00:02.080,00:02.400,8
7,National,2.400,2.900,0.500,00:02.400,00:02.900,8
8,Railway,2.900,3.420,0.520,00:02.900,00:03.420,7
9,System,3.420,3.820,0.400,00:03.420,00:03.820,6
10,in,3.820,4.080,0.260,00:03.820,00:04.080,2
11,Java,4.080,4.340,0.260,00:04.080,00:04.340,4
12,from,4.340,4.760,0.420,00:04.340,00:04.760,4
13,first,4.760,5.140,0.380,00:04.760,00:05.140,5
14,principles.,5.140,5.680,0.540,00:05.140,00:05.680,11
15,Last,6.080,6.760,0.680,00:06.080,00:06.760,4
16,"day,",6.760,7.060,0.300,00:06.760,00:07.060,4
17,we,7.200,7.280,0.080,00:07.200,00:07.280,2
18,learned,7.280,7.540,0.260,00:07.280,00:07.540,7
19,how,7.540,7.760,0.220,00:07.540,00:07.760,3
20,downcasting,7.760,8.600,0.840,00:07.760,00:08.600,11
21,retrieves,8.600,9.240,0.640,00:08.600,00:09.240,9
22,child,9.240,9.640,0.400,00:09.240,00:09.640,5
23,type,9.640,9.900,0.260,00:09.640,00:09.900,4
24,behavior,9.900,10.440,0.540,00:09.900,00:10.440,8
25,from,10.440,10.680,0.240,00:10.440,00:10.680,4
26,apparent,10.680,11.040,0.360,00:10.680,00:11.040,8
27,reference,11.040,11.460,0.420,00:11.040,00:11.460,9
28,and,11.460,12.220,0.760,00:11.460,00:12.220,3
29,why,12.220,12.400,0.180,00:12.220,00:12.400,3
30,a,12.400,12.540,0.140,00:12.400,00:12.540,1
31,wrong,12.540,12.800,0.260,00:12.540,00:12.800,5
32,cast,12.800,13.240,0.440,00:12.800,00:13.240,4
33,crashes,13.240,13.840,0.600,00:13.240,00:13.840,7
34,the,13.840,14.060,0.220,00:13.840,00:14.060,3
35,system,14.060,14.380,0.320,00:14.060,00:14.380,6
36,at,14.380,14.580,0.200,00:14.380,00:14.580,2
37,runtime.,14.580,14.900,0.320,00:14.580,00:14.900,8
38,The,15.860,16.160,0.300,00:15.860,00:16.160,3
39,fix,16.160,16.420,0.260,00:16.160,00:16.420,3
40,is,16.420,16.680,0.260,00:16.420,00:16.680,2
41,one,16.680,17.100,0.420,00:16.680,00:17.100,3
42,check,17.100,17.360,0.260,00:17.100,00:17.360,5
43,before,17.360,17.760,0.400,00:17.360,00:17.760,6
44,every,17.760,18.240,0.480,00:17.760,00:18.240,5
45,cast.,18.240,18.660,0.420,00:18.240,00:18.660,5
46,If,19.480,19.720,0.240,00:19.480,00:19.720,2
47,T,19.720,20.080,0.360,00:19.720,00:20.080,1
48,instance,20.080,20.680,0.600,00:20.080,00:20.680,8
49,of,20.680,21.060,0.380,00:20.680,00:21.060,2
50,Express,21.060,21.460,0.400,00:21.060,00:21.460,7
51,Train.,21.460,21.760,0.300,00:21.460,00:21.760,6
52,This,22.560,22.860,0.300,00:22.560,00:22.860,4
53,asks,22.860,23.200,0.340,00:22.860,00:23.200,4
54,"Java,",23.200,23.560,0.360,00:23.200,00:23.560,5
55,does,24.040,24.260,0.220,00:24.040,00:24.260,4
56,the,24.260,24.400,0.140,00:24.260,00:24.400,3
57,object,24.400,24.760,0.360,00:24.400,00:24.760,6
58,at,24.760,24.960,0.200,00:24.760,00:24.960,2
59,this,24.960,25.120,0.160,00:24.960,00:25.120,4
60,reference,25.120,25.500,0.380,00:25.120,00:25.500,9
61,actually,25.500,26.100,0.600,00:25.500,00:26.100,8
62,belong,26.100,26.460,0.360,00:26.100,00:26.460,6
63,to,26.460,26.780,0.320,00:26.460,00:26.780,2
64,Express,26.780,27.100,0.320,00:26.780,00:27.100,7
65,Train?,27.100,27.400,0.300,00:27.100,00:27.400,6
66,If,27.960,28.320,0.360,00:27.960,00:28.320,2
67,"yes,",28.320,28.520,0.200,00:28.320,00:28.520,4
68,proceed.,28.920,29.260,0.340,00:28.920,00:29.260,8
69,If,30.020,30.120,0.100,00:30.020,00:30.120,2
70,"no,",30.120,30.360,0.240,00:30.120,00:30.360,3
71,skip,30.800,30.960,0.160,00:30.800,00:30.960,4
72,the,30.960,31.160,0.200,00:30.960,00:31.160,3
73,block,31.160,31.360,0.200,00:31.160,00:31.360,5
74,entirely.,31.360,31.980,0.620,00:31.360,00:31.980,9
75,No,32.560,32.700,0.140,00:32.560,00:32.700,2
76,crash.,32.700,32.940,0.240,00:32.700,00:32.940,6
77,This,33.840,34.140,0.300,00:33.840,00:34.140,4
78,is,34.140,34.380,0.240,00:34.140,00:34.380,2
79,the,34.380,34.540,0.160,00:34.380,00:34.540,3
80,instance,34.540,35.000,0.460,00:34.540,00:35.000,8
81,of,35.000,35.320,0.320,00:35.000,00:35.320,2
82,"keyword,",35.320,35.700,0.380,00:35.320,00:35.700,8
83,a,36.200,36.380,0.180,00:36.200,00:36.380,1
84,runtime,36.380,36.720,0.340,00:36.380,00:36.720,7
85,type,36.720,37.260,0.540,00:36.720,00:37.260,4
86,verification,37.260,37.880,0.620,00:37.260,00:37.880,12
87,before,37.880,38.380,0.500,00:37.880,00:38.380,6
88,a,38.380,38.680,0.300,00:38.380,00:38.680,1
89,type,38.680,38.860,0.180,00:38.680,00:38.860,4
90,cast.,38.860,39.280,0.420,00:38.860,00:39.280,5
91,The,39.680,40.360,0.680,00:39.680,00:40.360,3
92,premium,40.360,40.720,0.360,00:40.360,00:40.720,7
93,services,40.720,41.160,0.440,00:40.720,00:41.160,8
94,module,41.160,41.600,0.440,00:41.160,00:41.600,6
95,now,41.600,41.900,0.300,00:41.600,00:41.900,3
96,checks,41.900,42.200,0.300,00:41.900,00:42.200,6
97,before,42.200,42.580,0.380,00:42.200,00:42.580,6
98,every,42.580,43.060,0.480,00:42.580,00:43.060,5
99,downcast.,43.060,43.580,0.520,00:43.060,00:43.580,9
100,If,44.460,44.660,0.200,00:44.460,00:44.660,2
101,T,44.660,44.980,0.320,00:44.660,00:44.980,1
102,instance,44.980,45.520,0.540,00:44.980,00:45.520,8
103,of,45.520,45.840,0.320,00:45.520,00:45.840,2
104,Express,45.840,46.160,0.320,00:45.840,00:46.160,7
105,Train.,46.160,46.520,0.360,00:46.160,00:46.520,6
106,Cast,46.980,47.200,0.220,00:46.980,00:47.200,4
107,it.,47.200,47.420,0.220,00:47.200,00:47.420,3
108,Access,47.780,48.040,0.260,00:47.780,00:48.040,6
109,Express,48.040,48.580,0.540,00:48.040,00:48.580,7
110,specific,48.580,49.060,0.480,00:48.580,00:49.060,8
111,methods.,49.060,49.340,0.280,00:49.060,00:49.340,8
112,Elsef.,50.180,50.700,0.520,00:50.180,00:50.700,6
113,T,50.940,51.100,0.160,00:50.940,00:51.100,1
114,instance,51.100,51.560,0.460,00:51.100,00:51.560,8
115,of,51.560,51.880,0.320,00:51.560,00:51.880,2
116,Metro,51.880,52.180,0.300,00:51.880,00:52.180,5
117,Train.,52.180,52.500,0.320,00:52.180,00:52.500,6
118,Cast,53.020,53.240,0.220,00:53.020,00:53.240,4
119,it.,53.240,53.440,0.200,00:53.240,00:53.440,3
120,Access,53.800,54.060,0.260,00:53.800,00:54.060,6
121,Metro,54.060,54.520,0.460,00:54.060,00:54.520,5
122,specific,54.520,54.900,0.380,00:54.520,00:54.900,8
123,methods.,54.900,55.260,0.360,00:54.900,00:55.260,8
124,Each,55.960,56.260,0.300,00:55.960,00:56.260,4
125,branch,56.260,56.520,0.260,00:56.260,00:56.520,6
126,handles,56.520,56.960,0.440,00:56.520,00:56.960,7
127,its,56.960,57.180,0.220,00:56.960,00:57.180,3
128,own,57.180,57.460,0.280,00:57.180,00:57.460,3
129,type,57.460,57.720,0.260,00:57.460,00:57.720,4
130,safely.,57.720,58.320,0.600,00:57.720,00:58.320,7
131,In,58.920,59.520,0.600,00:58.920,00:59.520,2
132,any,59.520,59.860,0.340,00:59.520,00:59.860,3
133,system,59.860,60.200,0.340,00:59.860,01:00.200,6
134,where,60.200,60.400,0.200,01:00.200,01:00.400,5
135,apparent,60.400,60.840,0.440,01:00.400,01:00.840,8
136,reference,60.840,61.280,0.440,01:00.840,01:01.280,9
137,might,61.280,61.480,0.200,01:01.280,01:01.480,5
138,hold,61.480,61.700,0.220,01:01.480,01:01.700,4
139,different,61.700,62.140,0.440,01:01.700,01:02.140,9
140,child,62.140,62.480,0.340,01:02.140,01:02.480,5
141,"types,",62.480,62.820,0.340,01:02.480,01:02.820,6
142,this,63.280,63.500,0.220,01:03.280,01:03.500,4
143,check,63.500,63.760,0.260,01:03.500,01:03.760,5
144,is,63.760,63.980,0.220,01:03.760,01:03.980,2
145,the,63.980,64.120,0.140,01:03.980,01:04.120,3
146,gate,64.120,64.420,0.300,01:04.120,01:04.420,4
147,that,64.420,64.680,0.260,01:04.420,01:04.680,4
148,stands,64.680,64.980,0.300,01:04.680,01:04.980,6
149,between,64.980,65.360,0.380,01:04.980,01:05.360,7
150,correct,65.360,65.760,0.400,01:05.360,01:05.760,7
151,behavior,65.760,66.220,0.460,01:05.760,01:06.220,8
152,and,66.220,66.600,0.380,01:06.220,01:06.600,3
153,a,66.600,66.680,0.080,01:06.600,01:06.680,1
154,production,66.680,67.120,0.440,01:06.680,01:07.120,10
155,crash.,67.120,67.580,0.460,01:07.120,01:07.580,6
156,Downcast,68.220,68.780,0.560,01:08.220,01:08.780,8
157,without,68.780,69.100,0.320,01:08.780,01:09.100,7
158,"it,",69.100,69.340,0.240,01:09.100,01:09.340,3
159,you,69.720,69.880,0.160,01:09.720,01:09.880,3
160,are,69.880,69.980,0.100,01:09.880,01:09.980,3
161,trusting,69.980,70.380,0.400,01:09.980,01:10.380,8
162,that,70.380,70.560,0.180,01:10.380,01:10.560,4
163,the,70.560,70.700,0.140,01:10.560,01:10.700,3
164,object,70.700,70.980,0.280,01:10.700,01:10.980,6
165,is,70.980,71.340,0.360,01:10.980,01:11.340,2
166,what,71.340,71.540,0.200,01:11.340,01:11.540,4
167,you,71.540,71.660,0.120,01:11.540,01:11.660,3
168,assume.,71.660,71.960,0.300,01:11.660,01:11.960,7
169,In,72.540,72.720,0.180,01:12.540,01:12.720,2
170,a,72.720,72.820,0.100,01:12.720,01:12.820,1
171,large,72.820,73.060,0.240,01:12.820,01:13.060,5
172,"system,",73.060,73.400,0.340,01:13.060,01:13.400,7
173,that,73.780,73.880,0.100,01:13.780,01:13.880,4
174,assumption,73.880,74.260,0.380,01:13.880,01:14.260,10
175,will,74.260,74.460,0.200,01:14.260,01:14.460,4
176,eventually,74.460,74.960,0.500,01:14.460,01:14.960,10
177,be,74.960,75.260,0.300,01:14.960,01:15.260,2
178,wrong.,75.260,75.500,0.240,01:15.260,01:15.500,6
179,"Tomorrow,",76.480,77.040,0.560,01:16.480,01:17.040,9
180,Java,77.440,77.600,0.160,01:17.440,01:17.600,4
181,goes,77.600,77.880,0.280,01:17.600,01:17.880,4
182,further.,77.880,78.280,0.400,01:17.880,01:18.280,8
183,A,78.820,79.000,0.180,01:18.820,01:19.000,1
184,newer,79.000,79.240,0.240,01:19.000,01:19.240,5
185,version,79.240,79.620,0.380,01:19.240,01:19.620,7
186,checks,79.620,79.920,0.300,01:19.620,01:19.920,6
187,the,79.920,80.160,0.240,01:19.920,01:20.160,3
188,type,80.160,80.360,0.200,01:20.160,01:20.360,4
189,and,80.360,80.620,0.260,01:20.360,01:20.620,3
190,binds,80.620,80.920,0.300,01:20.620,01:20.920,5
191,it,80.920,81.080,0.160,01:20.920,01:21.080,2
192,to,81.080,81.220,0.140,01:21.080,01:21.220,2
193,a,81.220,81.320,0.100,01:21.220,01:21.320,1
194,variable,81.320,81.740,0.420,01:21.320,01:21.740,8
195,in,81.740,81.960,0.220,01:21.740,01:21.960,2
196,the,81.960,82.080,0.120,01:21.960,01:22.080,3
197,same,82.080,82.380,0.300,01:22.080,01:22.380,4
198,line.,82.380,82.720,0.340,01:22.380,01:22.720,5
199,No,83.120,83.460,0.340,01:23.120,01:23.460,2
200,separate,83.460,83.840,0.380,01:23.460,01:23.840,8
201,cast,83.840,84.100,0.260,01:23.840,01:24.100,4
