Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
1,This,0.000,0.480,0.480,00:00.000,00:00.480,4
2,is,0.480,0.740,0.260,00:00.480,00:00.740,2
3,day,0.740,0.980,0.240,00:00.740,00:00.980,3
4,42,0.980,1.560,0.580,00:00.980,00:01.560,2
5,of,1.560,1.920,0.360,00:01.560,00:01.920,2
6,learning,1.920,2.180,0.260,00:01.920,00:02.180,8
7,national,2.180,2.820,0.640,00:02.180,00:02.820,8
8,railway,2.820,3.180,0.360,00:02.820,00:03.180,7
9,system,3.180,3.720,0.540,00:03.180,00:03.720,6
10,in,3.720,4.000,0.280,00:03.720,00:04.000,2
11,Java,4.000,4.280,0.280,00:04.000,00:04.280,4
12,from,4.280,4.680,0.400,00:04.280,00:04.680,4
13,first,4.680,5.120,0.440,00:04.680,00:05.120,5
14,principles.,5.120,5.700,0.580,00:05.120,00:05.700,11
15,Last,6.160,6.540,0.380,00:06.160,00:06.540,4
16,"day,",6.540,6.820,0.280,00:06.540,00:06.820,4
17,we,6.980,7.040,0.060,00:06.980,00:07.040,2
18,learned,7.040,7.280,0.240,00:07.040,00:07.280,7
19,how,7.280,7.480,0.200,00:07.280,00:07.480,3
20,instance,7.480,7.960,0.480,00:07.480,00:07.960,8
21,variables,7.960,8.460,0.500,00:07.960,00:08.460,9
22,describe,8.460,9.000,0.540,00:08.460,00:09.000,8
23,one,9.000,9.440,0.440,00:09.000,00:09.440,3
24,"object,",9.440,9.980,0.540,00:09.440,00:09.980,7
25,while,10.280,10.500,0.220,00:10.280,00:10.500,5
26,static,10.500,10.940,0.440,00:10.500,00:10.940,6
27,variables,10.940,11.420,0.480,00:10.940,00:11.420,9
28,describe,11.420,11.900,0.480,00:11.420,00:11.900,8
29,the,11.900,12.160,0.260,00:11.900,00:12.160,3
30,class,12.160,12.460,0.300,00:12.160,00:12.460,5
31,as,12.460,12.780,0.320,00:12.460,00:12.780,2
32,a,12.780,12.900,0.120,00:12.780,00:12.900,1
33,"whole,",12.900,13.100,0.200,00:12.900,00:13.100,6
34,and,13.380,13.720,0.340,00:13.380,00:13.720,3
35,why,13.720,13.880,0.160,00:13.720,00:13.880,3
36,mixing,13.880,14.260,0.380,00:13.880,00:14.260,6
37,them,14.260,14.500,0.240,00:14.260,00:14.500,4
38,breaks,14.500,14.880,0.380,00:14.500,00:14.880,6
39,the,14.880,15.140,0.260,00:14.880,00:15.140,3
40,system.,15.140,15.500,0.360,00:15.140,00:15.500,7
41,"Today,",16.160,16.480,0.320,00:16.160,00:16.480,6
42,we,16.680,16.860,0.180,00:16.680,00:16.860,2
43,learned,16.860,17.120,0.260,00:16.860,00:17.120,7
44,the,17.120,17.320,0.200,00:17.120,00:17.320,3
45,object,17.320,17.800,0.480,00:17.320,00:17.800,6
46,class.,17.800,18.260,0.460,00:17.800,00:18.260,6
47,Every,18.920,19.440,0.520,00:18.920,00:19.440,5
48,class,19.440,19.740,0.300,00:19.440,00:19.740,5
49,in,19.740,19.940,0.200,00:19.740,00:19.940,2
50,Java,19.940,20.260,0.320,00:19.940,00:20.260,4
51,has,20.260,20.560,0.300,00:20.260,00:20.560,3
52,a,20.560,20.660,0.100,00:20.560,00:20.660,1
53,parent.,20.660,21.060,0.400,00:20.660,00:21.060,7
54,Even,21.460,21.720,0.260,00:21.460,00:21.720,4
55,if,21.720,21.900,0.180,00:21.720,00:21.900,2
56,you,21.900,21.980,0.080,00:21.900,00:21.980,3
57,never,21.980,22.220,0.240,00:21.980,00:22.220,5
58,write,22.220,22.580,0.360,00:22.220,00:22.580,5
59,"extends,",22.580,23.100,0.520,00:22.580,00:23.100,8
60,there,23.680,23.860,0.180,00:23.680,00:23.860,5
61,is,23.860,24.020,0.160,00:23.860,00:24.020,2
62,still,24.020,24.360,0.340,00:24.020,00:24.360,5
63,a,24.360,24.580,0.220,00:24.360,00:24.580,1
64,parent.,24.580,24.920,0.340,00:24.580,00:24.920,7
65,That,25.380,25.740,0.360,00:25.380,00:25.740,4
66,parent,25.740,26.120,0.380,00:25.740,00:26.120,6
67,is,26.120,26.380,0.260,00:26.120,00:26.380,2
68,Java,26.380,26.820,0.440,00:26.380,00:26.820,4
69,.lang,26.820,27.460,0.640,00:26.820,00:27.460,5
70,.object.,27.460,28.320,0.860,00:27.460,00:28.320,8
71,"Train,",28.320,29.320,1.000,00:28.320,00:29.320,6
72,"station,",29.720,30.200,0.480,00:29.720,00:30.200,8
73,"ticket,",30.640,30.820,0.180,00:30.640,00:30.820,7
74,"passenger,",31.220,31.620,0.400,00:31.220,00:31.620,10
75,every,31.940,32.520,0.580,00:31.940,00:32.520,5
76,single,32.520,32.900,0.380,00:32.520,00:32.900,6
77,one,32.900,33.220,0.320,00:32.900,00:33.220,3
78,silently,33.220,33.880,0.660,00:33.220,00:33.880,8
79,extends,33.880,34.480,0.600,00:33.880,00:34.480,7
80,object.,34.480,35.180,0.700,00:34.480,00:35.180,7
81,Java,35.780,36.080,0.300,00:35.780,00:36.080,4
82,inserts,36.080,36.500,0.420,00:36.080,00:36.500,7
83,this,36.500,36.820,0.320,00:36.500,00:36.820,4
84,relationship,36.820,37.420,0.600,00:36.820,00:37.420,12
85,automatically.,37.420,38.140,0.720,00:37.420,00:38.140,14
86,You,38.700,38.900,0.200,00:38.700,00:38.900,3
87,cannot,38.900,39.260,0.360,00:38.900,00:39.260,6
88,opt,39.260,39.580,0.320,00:39.260,00:39.580,3
89,out.,39.580,39.860,0.280,00:39.580,00:39.860,4
90,Because,40.160,40.860,0.700,00:40.160,00:40.860,7
91,of,40.860,41.020,0.160,00:40.860,00:41.020,2
92,"that,",41.020,41.180,0.160,00:41.020,00:41.180,5
93,every,41.500,41.740,0.240,00:41.500,00:41.740,5
94,object,41.740,42.140,0.400,00:41.740,00:42.140,6
95,in,42.140,42.300,0.160,00:42.140,00:42.300,2
96,the,42.300,42.400,0.100,00:42.300,00:42.400,3
97,system,42.400,42.720,0.320,00:42.400,00:42.720,6
98,inherits,42.720,43.240,0.520,00:42.720,00:43.240,8
99,three,43.240,43.620,0.380,00:43.240,00:43.620,5
100,methods,43.620,44.020,0.400,00:43.620,00:44.020,7
101,used,44.020,44.480,0.460,00:44.020,00:44.480,4
102,constantly.,44.480,45.220,0.740,00:44.480,00:45.220,11
103,Two,45.840,46.140,0.300,00:45.840,00:46.140,3
104,-string,46.140,46.540,0.400,00:46.140,00:46.540,7
105,converts,46.540,47.220,0.680,00:46.540,00:47.220,8
106,the,47.220,47.460,0.240,00:47.220,00:47.460,3
107,object,47.460,47.800,0.340,00:47.460,00:47.800,6
108,to,47.800,48.000,0.200,00:47.800,00:48.000,2
109,a,48.000,48.100,0.100,00:48.000,00:48.100,1
110,readable,48.100,48.400,0.300,00:48.100,00:48.400,8
111,string.,48.400,48.860,0.460,00:48.400,00:48.860,7
112,When,49.440,49.560,0.120,00:49.440,00:49.560,4
113,you,49.560,49.680,0.120,00:49.560,00:49.680,3
114,print,49.680,49.900,0.220,00:49.680,00:49.900,5
115,a,49.900,50.060,0.160,00:49.900,00:50.060,1
116,"ticket,",50.060,50.320,0.260,00:50.060,00:50.320,7
117,this,50.660,50.840,0.180,00:50.660,00:50.840,4
118,runs.,50.840,51.080,0.240,00:50.840,00:51.080,5
119,"Equals,",51.920,52.480,0.560,00:51.920,00:52.480,7
120,compares,52.760,53.100,0.340,00:52.760,00:53.100,8
121,two,53.100,53.460,0.360,00:53.100,00:53.460,3
122,objects,53.460,53.900,0.440,00:53.460,00:53.900,7
123,by,53.900,54.100,0.200,00:53.900,00:54.100,2
124,their,54.100,54.240,0.140,00:54.100,00:54.240,5
125,actual,54.240,54.740,0.500,00:54.240,00:54.740,6
126,field,54.740,55.140,0.400,00:54.740,00:55.140,5
127,"values,",55.140,55.620,0.480,00:55.140,00:55.620,7
128,not,55.900,56.220,0.320,00:55.900,00:56.220,3
129,their,56.220,56.440,0.220,00:56.220,00:56.440,5
130,memory,56.440,56.780,0.340,00:56.440,00:56.780,6
131,addresses.,56.780,57.140,0.360,00:56.780,00:57.140,10
132,Hash,57.140,58.320,1.180,00:57.140,00:58.320,4
133,code,58.320,58.620,0.300,00:58.320,00:58.620,4
134,generates,58.620,59.400,0.780,00:58.620,00:59.400,9
135,a,59.400,59.560,0.160,00:59.400,00:59.560,1
136,numeric,59.560,60.040,0.480,00:59.560,01:00.040,7
137,code,60.040,60.300,0.260,01:00.040,01:00.300,4
138,used,60.300,60.660,0.360,01:00.300,01:00.660,4
139,by,60.660,60.820,0.160,01:00.660,01:00.820,2
140,HashMap,60.820,61.360,0.540,01:00.820,01:01.360,7
141,and,61.360,61.540,0.180,01:01.360,01:01.540,3
142,HashSet,61.540,62.020,0.480,01:01.540,01:02.020,7
143,to,62.020,62.420,0.400,01:02.020,01:02.420,2
144,store,62.420,62.800,0.380,01:02.420,01:02.800,5
145,and,62.800,63.000,0.200,01:02.800,01:03.000,3
146,retrieve,63.000,63.340,0.340,01:03.000,01:03.340,8
147,objects,63.340,63.780,0.440,01:03.340,01:03.780,7
148,correctly.,63.780,64.380,0.600,01:03.780,01:04.380,10
149,These,65.040,65.440,0.400,01:05.040,01:05.440,5
150,come,65.440,65.640,0.200,01:05.440,01:05.640,4
151,for,65.640,65.800,0.160,01:05.640,01:05.800,3
152,"free,",65.800,66.160,0.360,01:05.800,01:06.160,5
153,but,66.440,66.700,0.260,01:06.440,01:06.700,3
154,the,66.700,66.820,0.120,01:06.700,01:06.820,3
155,default,66.820,67.120,0.300,01:06.820,01:07.120,7
156,implementations,67.120,67.900,0.780,01:07.120,01:07.900,15
157,are,67.900,68.140,0.240,01:07.900,01:08.140,3
158,rarely,68.140,68.600,0.460,01:08.140,01:08.600,6
159,useful.,68.600,69.080,0.480,01:08.600,01:09.080,7
160,The,69.620,69.800,0.180,01:09.620,01:09.800,3
161,default,69.800,70.120,0.320,01:09.800,01:10.120,7
162,to,70.120,70.320,0.200,01:10.120,01:10.320,2
163,string,70.320,70.680,0.360,01:10.320,01:10.680,6
164,returns,70.680,71.200,0.520,01:10.680,01:11.200,7
165,train,71.200,71.800,0.600,01:11.200,01:11.800,5
166,at,71.800,72.100,0.300,01:11.800,01:12.100,2
167,"4A3B2C,",72.100,73.700,1.600,01:12.100,01:13.700,7
168,meaningless.,74.180,74.580,0.400,01:14.180,01:14.580,12
169,In,75.240,75.700,0.460,01:15.240,01:15.700,2
170,the,75.700,75.800,0.100,01:15.700,01:15.800,3
171,coming,75.800,75.980,0.180,01:15.800,01:15.980,6
172,"parts,",75.980,76.320,0.340,01:15.980,01:16.320,6
173,we,76.500,76.580,0.080,01:16.500,01:16.580,2
174,override,76.580,77.080,0.500,01:16.580,01:17.080,8
175,each,77.080,77.540,0.460,01:17.080,01:17.540,4
176,one,77.540,77.800,0.260,01:17.540,01:17.800,3
177,inside,77.800,78.320,0.520,01:17.800,01:18.320,6
178,the,78.320,78.560,0.240,01:18.320,01:18.560,3
179,ticket,78.560,78.740,0.180,01:18.560,01:18.740,6
180,class.,78.740,79.040,0.300,01:18.740,01:19.040,6
181,"Now,",79.900,80.200,0.300,01:19.900,01:20.200,4
182,the,80.460,80.640,0.180,01:20.460,01:20.640,3
183,same,80.640,80.940,0.300,01:20.640,01:20.940,4
184,method,80.940,81.260,0.320,01:20.940,01:21.260,6
185,name,81.260,81.480,0.220,01:21.260,01:21.480,4
186,producing,81.480,81.860,0.380,01:21.480,01:21.860,9
187,completely,81.860,82.480,0.620,01:21.860,01:22.480,10
188,different,82.480,82.900,0.420,01:22.480,01:22.900,9
189,"behavior,",82.900,83.360,0.460,01:22.900,01:23.360,9
190,depending,83.360,83.700,0.340,01:23.360,01:23.700,9
191,on,83.700,83.940,0.240,01:23.700,01:23.940,2
192,what,83.940,84.100,0.160,01:23.940,01:24.100,4
193,you,84.100,84.220,0.120,01:24.100,01:24.220,3
194,pass,84.220,84.440,0.220,01:24.220,01:24.440,4
195,into,84.440,84.720,0.280,01:24.440,01:24.720,4
196,"it,",84.720,84.900,0.180,01:24.720,01:24.900,3
197,that,85.220,85.560,0.340,01:25.220,01:25.560,4
198,is,85.560,85.760,0.200,01:25.560,01:25.760,2
199,compile,85.760,86.220,0.460,01:25.760,01:26.220,7
200,time,86.220,86.580,0.360,01:26.220,01:26.580,4
201,polymorphism.,86.580,87.360,0.780,01:26.580,01:27.360,13
202,And,87.840,87.960,0.120,01:27.840,01:27.960,3
203,that,87.960,88.200,0.240,01:27.960,01:28.200,4
204,is,88.200,88.400,0.200,01:28.200,01:28.400,2
205,exactly,88.400,88.880,0.480,01:28.400,01:28.880,7
206,where,88.880,89.180,0.300,01:28.880,01:29.180,5
207,we,89.180,89.280,0.100,01:29.180,01:29.280,2
208,go,89.280,89.420,0.140,01:29.280,01:29.420,2
209,next.,89.420,89.660,0.240,01:29.420,01:29.660,5
