Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
1,This,0.000,0.520,0.520,00:00.000,00:00.520,4
2,is,0.520,0.820,0.300,00:00.520,00:00.820,2
3,day,0.820,1.080,0.260,00:00.820,00:01.080,3
4,33,1.080,1.960,0.880,00:01.080,00:01.960,2
5,of,1.960,2.380,0.420,00:01.960,00:02.380,2
6,learning,2.380,2.660,0.280,00:02.380,00:02.660,8
7,agent,2.660,3.120,0.460,00:02.660,00:03.120,5
8,AI,3.120,3.600,0.480,00:03.120,00:03.600,2
9,from,3.600,4.040,0.440,00:03.600,00:04.040,4
10,first,4.040,4.460,0.420,00:04.040,00:04.460,5
11,principles.,4.460,5.060,0.600,00:04.460,00:05.060,11
12,Last,5.620,5.940,0.320,00:05.620,00:05.940,4
13,"day,",5.940,6.280,0.340,00:05.940,00:06.280,4
14,we,6.480,6.580,0.100,00:06.480,00:06.580,2
15,learned,6.580,6.800,0.220,00:06.580,00:06.800,7
16,what,6.800,7.040,0.240,00:06.800,00:07.040,4
17,a,7.040,7.140,0.100,00:07.040,00:07.140,1
18,trajectory,7.140,7.480,0.340,00:07.140,00:07.480,10
19,is.,7.480,8.080,0.600,00:07.480,00:08.080,3
20,The,8.380,8.460,0.080,00:08.380,00:08.460,3
21,complete,8.460,8.820,0.360,00:08.460,00:08.820,8
22,sequence,8.820,9.300,0.480,00:08.820,00:09.300,8
23,of,9.300,9.580,0.280,00:09.300,00:09.580,2
24,actions,9.580,9.960,0.380,00:09.580,00:09.960,7
25,and,9.960,10.260,0.300,00:09.960,00:10.260,3
26,observations,10.260,10.780,0.520,00:10.260,00:10.780,12
27,from,10.780,11.240,0.460,00:10.780,00:11.240,4
28,task,11.240,11.500,0.260,00:11.240,00:11.500,4
29,start,11.500,11.880,0.380,00:11.500,00:11.880,5
30,to,11.880,12.180,0.300,00:11.880,00:12.180,2
31,task,12.180,12.480,0.300,00:12.180,00:12.480,4
32,end.,12.480,12.760,0.280,00:12.480,00:12.760,4
33,"Today,",13.180,13.660,0.480,00:13.180,00:13.660,6
34,we,14.040,14.140,0.100,00:14.040,00:14.140,2
35,define,14.140,14.520,0.380,00:14.140,00:14.520,6
36,the,14.520,14.860,0.340,00:14.520,00:14.860,3
37,step.,14.860,15.220,0.360,00:14.860,00:15.220,5
38,A,15.800,16.100,0.300,00:15.800,00:16.100,1
39,step,16.100,16.380,0.280,00:16.100,00:16.380,4
40,is,16.380,16.660,0.280,00:16.380,00:16.660,2
41,one,16.660,17.000,0.340,00:16.660,00:17.000,3
42,complete,17.000,17.600,0.600,00:17.000,00:17.600,8
43,iteration,17.600,17.980,0.380,00:17.600,00:17.980,9
44,of,17.980,18.420,0.440,00:17.980,00:18.420,2
45,the,18.420,18.540,0.120,00:18.420,00:18.540,3
46,agent,18.540,18.800,0.260,00:18.540,00:18.800,5
47,loop.,18.800,19.020,0.220,00:18.800,00:19.020,5
48,One,19.620,19.740,0.120,00:19.620,00:19.740,3
49,observation,19.740,20.120,0.380,00:19.740,00:20.120,11
50,"in,",20.120,20.560,0.440,00:20.120,00:20.560,3
51,one,20.920,21.200,0.280,00:20.920,00:21.200,3
52,action,21.200,21.600,0.400,00:21.200,00:21.600,6
53,out.,21.600,21.920,0.320,00:21.600,00:21.920,4
54,That,22.460,22.820,0.360,00:22.460,00:22.820,4
55,is,22.820,23.060,0.240,00:22.820,00:23.060,2
56,the,23.060,23.240,0.180,00:23.060,00:23.240,3
57,atomic,23.240,23.780,0.540,00:23.240,00:23.780,6
58,unit,23.780,24.300,0.520,00:23.780,00:24.300,4
59,of,24.300,24.580,0.280,00:24.300,00:24.580,2
60,agent,24.580,24.820,0.240,00:24.580,00:24.820,5
61,execution.,24.820,25.380,0.560,00:24.820,00:25.380,10
62,Search,26.100,26.400,0.300,00:26.100,00:26.400,6
63,results,26.400,26.680,0.280,00:26.400,00:26.680,7
64,arrive.,26.680,27.020,0.340,00:26.680,00:27.020,7
65,That,27.400,27.660,0.260,00:27.400,00:27.660,4
66,is,27.660,27.840,0.180,00:27.660,00:27.840,2
67,the,27.840,27.960,0.120,00:27.840,00:27.960,3
68,observation.,27.960,28.480,0.520,00:27.960,00:28.480,12
69,Call,28.480,29.260,0.780,00:28.480,00:29.260,4
70,the,29.260,29.440,0.180,00:29.260,00:29.440,3
71,document,29.440,29.780,0.340,00:29.440,00:29.780,8
72,reader.,29.780,30.060,0.280,00:29.780,00:30.060,7
73,That,30.520,30.680,0.160,00:30.520,00:30.680,4
74,is,30.680,30.900,0.220,00:30.680,00:30.900,2
75,the,30.900,31.060,0.160,00:30.900,00:31.060,3
76,action.,31.060,31.360,0.300,00:31.060,00:31.360,7
