Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
1,This,0.000,0.480,0.480,00:00.000,00:00.480,4
2,is,0.480,0.780,0.300,00:00.480,00:00.780,2
3,day,0.780,1.000,0.220,00:00.780,00:01.000,3
4,34,1.000,1.800,0.800,00:01.000,00:01.800,2
5,of,1.800,2.180,0.380,00:01.800,00:02.180,2
6,learning,2.180,2.440,0.260,00:02.180,00:02.440,8
7,agent,2.440,2.940,0.500,00:02.440,00:02.940,5
8,AI,2.940,3.500,0.560,00:02.940,00:03.500,2
9,from,3.500,3.920,0.420,00:03.500,00:03.920,4
10,first,3.920,4.320,0.400,00:03.920,00:04.320,5
11,principles.,4.320,4.900,0.580,00:04.320,00:04.900,11
12,Last,5.400,5.800,0.400,00:05.400,00:05.800,4
13,"day,",5.800,6.140,0.340,00:05.800,00:06.140,4
14,we,6.320,6.400,0.080,00:06.320,00:06.400,2
15,learned,6.400,6.620,0.220,00:06.400,00:06.620,7
16,what,6.620,6.860,0.240,00:06.620,00:06.860,4
17,a,6.860,6.940,0.080,00:06.860,00:06.940,1
18,step,6.940,7.220,0.280,00:06.940,00:07.220,4
19,is.,7.220,7.580,0.360,00:07.220,00:07.580,3
20,One,8.040,8.200,0.160,00:08.040,00:08.200,3
21,complete,8.200,8.780,0.580,00:08.200,00:08.780,8
22,iteration,8.780,9.200,0.420,00:08.780,00:09.200,9
23,of,9.200,9.520,0.320,00:09.200,00:09.520,2
24,the,9.520,9.620,0.100,00:09.520,00:09.620,3
25,agent,9.620,9.900,0.280,00:09.620,00:09.900,5
26,"loop,",9.900,10.120,0.220,00:09.900,00:10.120,5
27,one,10.580,10.760,0.180,00:10.580,00:10.760,3
28,observation,10.760,11.100,0.340,00:10.760,00:11.100,11
29,"in,",11.100,11.620,0.520,00:11.100,00:11.620,3
30,one,11.940,12.160,0.220,00:11.940,00:12.160,3
31,action,12.160,12.520,0.360,00:12.160,00:12.520,6
32,out.,12.520,12.880,0.360,00:12.520,00:12.880,4
33,"Today,",13.560,13.820,0.260,00:13.560,00:13.820,6
34,we,13.940,14.100,0.160,00:13.940,00:14.100,2
35,go,14.100,14.280,0.180,00:14.100,00:14.280,2
36,one,14.280,14.600,0.320,00:14.280,00:14.600,3
37,level,14.600,14.880,0.280,00:14.600,00:14.880,5
38,up.,14.880,15.200,0.320,00:14.880,00:15.200,3
39,What,15.820,16.040,0.220,00:15.820,00:16.040,4
40,happens,16.040,16.340,0.300,00:16.040,00:16.340,7
41,when,16.340,16.560,0.220,00:16.340,00:16.560,4
42,the,16.560,16.680,0.120,00:16.560,00:16.680,3
43,goal,16.680,16.880,0.200,00:16.680,00:16.880,4
44,is,16.880,17.100,0.220,00:16.880,00:17.100,2
45,too,17.100,17.400,0.300,00:17.100,00:17.400,3
46,large,17.400,17.840,0.440,00:17.400,00:17.840,5
47,to,17.840,18.180,0.340,00:17.840,00:18.180,2
48,fit,18.180,18.320,0.140,00:18.180,00:18.320,3
49,in,18.320,18.480,0.160,00:18.320,00:18.480,2
