Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
1,This,0.000,0.500,0.500,00:00.000,00:00.500,4
2,is,0.500,0.800,0.300,00:00.500,00:00.800,2
3,day,0.800,1.040,0.240,00:00.800,00:01.040,3
4,32,1.040,1.760,0.720,00:01.040,00:01.760,2
5,of,1.760,2.120,0.360,00:01.760,00:02.120,2
6,learning,2.120,2.400,0.280,00:02.120,00:02.400,8
7,a,2.400,2.660,0.260,00:02.400,00:02.660,1
8,Genetic,2.660,3.180,0.520,00:02.660,00:03.180,7
9,AI,3.180,3.500,0.320,00:03.180,00:03.500,2
10,from,3.500,3.860,0.360,00:03.500,00:03.860,4
11,first,3.860,4.340,0.480,00:03.860,00:04.340,5
12,principles.,4.340,4.860,0.520,00:04.340,00:04.860,11
13,Last,5.340,5.760,0.420,00:05.340,00:05.760,4
14,"day,",5.760,6.080,0.320,00:05.760,00:06.080,4
15,we,6.180,6.260,0.080,00:06.180,00:06.260,2
16,learned,6.260,6.480,0.220,00:06.260,00:06.480,7
17,what,6.480,6.720,0.240,00:06.480,00:06.720,4
18,autonomy,6.720,7.300,0.580,00:06.720,00:07.300,8
19,"is,",7.300,7.740,0.440,00:07.300,00:07.740,3
20,the,8.000,8.180,0.180,00:08.000,00:08.180,3
21,spectrum,8.180,8.660,0.480,00:08.180,00:08.660,8
22,between,8.660,9.020,0.360,00:08.660,00:09.020,7
23,full,9.020,9.440,0.420,00:09.020,00:09.440,4
24,-age,9.440,9.800,0.360,00:09.440,00:09.800,4
25,and,9.800,9.940,0.140,00:09.800,00:09.940,3
26,independence,9.940,10.460,0.520,00:09.940,00:10.460,12
27,and,10.460,10.900,0.440,00:10.460,00:10.900,3
28,full,10.900,11.220,0.320,00:10.900,00:11.220,4
29,human,11.220,11.600,0.380,00:11.220,00:11.600,5
30,control.,11.600,12.020,0.420,00:11.600,00:12.020,8
31,"Today,",12.700,13.100,0.400,00:12.700,00:13.100,6
32,we,13.380,13.520,0.140,00:13.380,00:13.520,2
33,define,13.520,13.900,0.380,00:13.520,00:13.900,6
34,the,13.900,14.120,0.220,00:13.900,00:14.120,3
35,trajectory.,14.120,14.520,0.400,00:14.120,00:14.520,11
36,A,15.340,15.600,0.260,00:15.340,00:15.600,1
37,trajectory,15.600,15.940,0.340,00:15.600,00:15.940,10
38,is,15.940,16.460,0.520,00:15.940,00:16.460,2
39,the,16.460,16.600,0.140,00:16.460,00:16.600,3
40,complete,16.600,17.080,0.480,00:16.600,00:17.080,8
41,sequence,17.080,17.640,0.560,00:17.080,00:17.640,8
42,of,17.640,17.860,0.220,00:17.640,00:17.860,2
43,everything,17.860,18.420,0.560,00:17.860,00:18.420,10
44,that,18.420,18.760,0.340,00:18.420,00:18.760,4
45,happened,18.760,19.100,0.340,00:18.760,00:19.100,8
46,during,19.100,19.440,0.340,00:19.100,00:19.440,6
47,a,19.440,19.600,0.160,00:19.440,00:19.600,1
48,"task,",19.600,19.880,0.280,00:19.600,00:19.880,5
49,from,20.240,20.420,0.180,00:20.240,00:20.420,4
50,start,20.420,20.740,0.320,00:20.420,00:20.740,5
51,to,20.740,21.180,0.440,00:20.740,00:21.180,2
52,finish.,21.180,21.520,0.340,00:21.180,00:21.520,7
53,Not,22.000,22.280,0.280,00:22.000,00:22.280,3
54,just,22.280,22.480,0.200,00:22.280,00:22.480,4
55,the,22.480,22.620,0.140,00:22.480,00:22.620,3
56,final,22.620,22.920,0.300,00:22.620,00:22.920,5
57,"output,",22.920,23.340,0.420,00:22.920,00:23.340,7
58,every,23.900,24.240,0.340,00:23.900,00:24.240,5
59,"state,",24.240,24.600,0.360,00:24.240,00:24.600,6
60,every,25.020,25.320,0.300,00:25.020,00:25.320,5
61,"action,",25.320,25.760,0.440,00:25.320,00:25.760,7
62,every,26.180,26.500,0.320,00:26.180,00:26.500,5
63,"observation,",26.500,27.040,0.540,00:26.500,00:27.040,12
64,in,27.520,27.660,0.140,00:27.520,00:27.660,2
65,order.,27.660,28.040,0.380,00:27.660,00:28.040,6
66,Here,28.540,28.880,0.340,00:28.540,00:28.880,4
67,is,28.880,29.060,0.180,00:28.880,00:29.060,2
68,a,29.060,29.140,0.080,00:29.060,00:29.140,1
69,simple,29.140,29.380,0.240,00:29.140,00:29.380,6
70,one.,29.380,29.680,0.300,00:29.380,00:29.680,4
71,User,30.220,30.500,0.280,00:30.220,00:30.500,4
72,gives,30.500,30.680,0.180,00:30.500,00:30.680,5
73,a,30.680,30.860,0.180,00:30.680,00:30.860,1
74,goal.,30.860,31.060,0.200,00:30.860,00:31.060,5
75,Agent,31.620,31.840,0.220,00:31.620,00:31.840,5
76,calls,31.840,32.100,0.260,00:31.840,00:32.100,5
77,a,32.100,32.300,0.200,00:32.100,00:32.300,1
78,search,32.300,32.480,0.180,00:32.300,00:32.480,6
79,tool.,32.480,32.820,0.340,00:32.480,00:32.820,5
80,Search,33.360,33.520,0.160,00:33.360,00:33.520,6
81,returns,33.520,33.900,0.380,00:33.520,00:33.900,7
82,results.,33.900,34.260,0.360,00:33.900,00:34.260,8
83,Agent,34.920,35.160,0.240,00:34.920,00:35.160,5
84,reads,35.160,35.360,0.200,00:35.160,00:35.360,5
85,a,35.360,35.520,0.160,00:35.360,00:35.520,1
86,document.,35.520,35.900,0.380,00:35.520,00:35.900,9
87,Document,36.420,36.740,0.320,00:36.420,00:36.740,8
88,returns,36.740,37.120,0.380,00:36.740,00:37.120,7
89,text.,37.120,37.480,0.360,00:37.120,00:37.480,5
90,Agent,38.120,38.360,0.240,00:38.120,00:38.360,5
91,produces,38.360,38.760,0.400,00:38.360,00:38.760,8
92,a,38.760,39.020,0.260,00:38.760,00:39.020,1
93,summary.,39.020,39.380,0.360,00:39.020,00:39.380,8
94,Six,40.020,40.300,0.280,00:40.020,00:40.300,3
95,entries.,40.300,40.800,0.500,00:40.300,00:40.800,8
96,Six,41.240,41.500,0.260,00:41.240,00:41.500,3
97,moments.,41.500,41.920,0.420,00:41.500,00:41.920,8
