Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
1,This,0.000,0.420,0.420,00:00.000,00:00.420,4
2,is,0.420,0.640,0.220,00:00.420,00:00.640,2
3,day,0.640,0.840,0.200,00:00.640,00:00.840,3
4,36,0.840,1.580,0.740,00:00.840,00:01.580,2
5,of,1.580,2.040,0.460,00:01.580,00:02.040,2
6,learning,2.040,2.320,0.280,00:02.040,00:02.320,8
7,Java,2.320,2.680,0.360,00:02.320,00:02.680,4
8,from,2.680,3.040,0.360,00:02.680,00:03.040,4
9,first,3.040,3.360,0.320,00:03.040,00:03.360,5
10,principles.,3.360,3.960,0.600,00:03.360,00:03.960,11
11,Last,4.740,5.020,0.280,00:04.740,00:05.020,4
12,"day,",5.020,5.380,0.360,00:05.020,00:05.380,4
13,we,5.540,5.600,0.060,00:05.540,00:05.600,2
14,learned,5.600,5.860,0.260,00:05.600,00:05.860,7
15,how,5.860,6.180,0.320,00:05.860,00:06.180,3
16,final,6.180,6.700,0.520,00:06.180,00:06.700,5
17,variables,6.700,7.280,0.580,00:06.700,00:07.280,9
18,lock,7.280,7.940,0.660,00:07.280,00:07.940,4
19,a,7.940,8.160,0.220,00:07.940,00:08.160,1
20,value,8.160,8.460,0.300,00:08.160,00:08.460,5
21,permanently,8.460,9.080,0.620,00:08.460,00:09.080,11
22,once,9.080,9.560,0.480,00:09.080,00:09.560,4
23,it,9.560,9.760,0.200,00:09.560,00:09.760,2
24,is,9.760,9.880,0.120,00:09.760,00:09.880,2
25,assigned.,9.880,10.240,0.360,00:09.880,00:10.240,9
26,"Today,",11.060,11.420,0.360,00:11.060,00:11.420,6
27,we,11.660,11.780,0.120,00:11.660,00:11.780,2
28,are,11.780,11.920,0.140,00:11.780,00:11.920,3
29,looking,11.920,12.180,0.260,00:11.920,00:12.180,7
30,at,12.180,12.380,0.200,00:12.180,00:12.380,2
31,the,12.380,12.560,0.180,00:12.380,00:12.560,3
32,final,12.560,12.920,0.360,00:12.560,00:12.920,5
33,keyword,12.920,13.420,0.500,00:12.920,00:13.420,7
34,applied,13.420,13.940,0.520,00:13.420,00:13.940,7
35,to,13.940,14.240,0.300,00:13.940,00:14.240,2
36,methods.,14.240,14.580,0.340,00:14.240,00:14.580,8
37,The,15.360,15.720,0.360,00:15.360,00:15.720,3
38,station,15.720,16.140,0.420,00:15.720,00:16.140,7
39,class,16.140,16.480,0.340,00:16.140,00:16.480,5
40,has,16.480,16.880,0.400,00:16.480,00:16.880,3
41,a,16.880,17.020,0.140,00:16.880,00:17.020,1
42,method,17.020,17.260,0.240,00:17.020,00:17.260,6
43,called,17.260,17.660,0.400,00:17.260,00:17.660,6
44,Calculate,17.660,18.400,0.740,00:17.660,00:18.400,9
45,Platform,18.400,18.920,0.520,00:18.400,00:18.920,8
46,V.,18.920,19.240,0.320,00:18.920,00:19.240,2
47,This,19.740,20.200,0.460,00:19.740,00:20.200,4
48,V,20.200,20.380,0.180,00:20.200,00:20.380,1
49,is,20.380,20.700,0.320,00:20.380,00:20.700,2
50,regulated,20.700,21.200,0.500,00:20.700,00:21.200,9
51,by,21.200,21.480,0.280,00:21.200,00:21.480,2
52,the,21.480,21.620,0.140,00:21.480,00:21.620,3
53,railway,21.620,21.840,0.220,00:21.620,00:21.840,7
54,authority.,21.840,22.380,0.540,00:21.840,00:22.380,10
55,Every,22.980,23.360,0.380,00:22.980,00:23.360,5
56,station,23.360,23.840,0.480,00:23.360,00:23.840,7
57,in,23.840,24.040,0.200,00:23.840,00:24.040,2
58,the,24.040,24.160,0.120,00:24.040,00:24.160,3
59,network,24.160,24.480,0.320,00:24.160,00:24.480,7
60,must,24.480,25.020,0.540,00:24.480,00:25.020,4
61,calculate,25.020,25.700,0.680,00:25.020,00:25.700,9
62,it,25.700,25.900,0.200,00:25.700,00:25.900,2
63,the,25.900,26.100,0.200,00:25.900,00:26.100,3
64,same,26.100,26.380,0.280,00:26.100,00:26.380,4
65,way.,26.380,26.720,0.340,00:26.380,00:26.720,4
66,No,27.200,27.540,0.340,00:27.200,00:27.540,2
67,"station,",27.540,28.000,0.460,00:27.540,00:28.000,8
68,no,28.380,28.480,0.100,00:28.380,00:28.480,2
69,matter,28.480,28.720,0.240,00:28.480,00:28.720,6
70,how,28.720,29.080,0.360,00:28.720,00:29.080,3
71,large,29.080,29.520,0.440,00:29.080,00:29.520,5
72,or,29.520,29.800,0.280,00:29.520,00:29.800,2
73,how,29.800,30.040,0.240,00:29.800,00:30.040,3
74,"specialized,",30.040,30.720,0.680,00:30.040,00:30.720,12
75,is,31.100,31.360,0.260,00:31.100,00:31.360,2
76,permitted,31.360,31.820,0.460,00:31.360,00:31.820,9
77,to,31.820,32.100,0.280,00:31.820,00:32.100,2
78,change,32.100,32.460,0.360,00:32.100,00:32.460,6
79,this,32.460,32.720,0.260,00:32.460,00:32.720,4
80,calculation.,32.720,33.340,0.620,00:32.720,00:33.340,12
81,In,34.120,34.260,0.140,00:34.120,00:34.260,2
82,"Java,",34.260,34.600,0.340,00:34.260,00:34.600,5
83,you,34.980,35.060,0.080,00:34.980,00:35.060,3
84,declare,35.060,35.420,0.360,00:35.060,00:35.420,7
85,that,35.420,35.700,0.280,00:35.420,00:35.700,4
86,method,35.700,36.080,0.380,00:35.700,00:36.080,6
87,as,36.080,36.420,0.340,00:36.080,00:36.420,2
88,final.,36.420,36.860,0.440,00:36.420,00:36.860,6
89,Any,37.340,37.680,0.340,00:37.340,00:37.680,3
90,subclass,37.680,38.260,0.580,00:37.680,00:38.260,8
91,that,38.260,38.600,0.340,00:38.260,00:38.600,4
92,attempts,38.600,38.940,0.340,00:38.600,00:38.940,8
93,to,38.940,39.180,0.240,00:38.940,00:39.180,2
94,override,39.180,39.740,0.560,00:39.180,00:39.740,8
95,Calculate,39.740,40.500,0.760,00:39.740,00:40.500,9
96,Platform,40.500,40.920,0.420,00:40.500,00:40.920,8
97,V,40.920,41.240,0.320,00:40.920,00:41.240,1
98,will,41.240,41.840,0.600,00:41.240,00:41.840,4
99,not,41.840,42.180,0.340,00:41.840,00:42.180,3
100,compile.,42.180,42.620,0.440,00:42.180,00:42.620,8
101,The,43.460,43.720,0.260,00:43.460,00:43.720,3
102,difference,43.720,44.020,0.300,00:43.720,00:44.020,10
103,between,44.020,44.480,0.460,00:44.020,00:44.480,7
104,a,44.480,44.720,0.240,00:44.480,00:44.720,1
105,regular,44.720,45.060,0.340,00:44.720,00:45.060,7
106,method,45.060,45.460,0.400,00:45.060,00:45.460,6
107,and,45.460,45.760,0.300,00:45.460,00:45.760,3
108,a,45.760,45.920,0.160,00:45.760,00:45.920,1
109,final,45.920,46.260,0.340,00:45.920,00:46.260,5
110,method,46.260,46.640,0.380,00:46.260,00:46.640,6
111,is,46.640,46.920,0.280,00:46.640,00:46.920,2
112,this.,46.920,47.120,0.200,00:46.920,00:47.120,5
113,A,47.700,47.920,0.220,00:47.700,00:47.920,1
114,regular,47.920,48.260,0.340,00:47.920,00:48.260,7
115,method,48.260,48.700,0.440,00:48.260,00:48.700,6
116,is,48.700,48.980,0.280,00:48.700,00:48.980,2
117,an,48.980,49.160,0.180,00:48.980,00:49.160,2
118,invitation,49.160,49.700,0.540,00:49.160,00:49.700,10
119,for,49.700,50.160,0.460,00:49.700,00:50.160,3
120,subclasses,50.160,50.860,0.700,00:50.160,00:50.860,10
121,to,50.860,51.060,0.200,00:50.860,00:51.060,2
122,improve,51.060,51.400,0.340,00:51.060,00:51.400,7
123,on,51.400,51.620,0.220,00:51.400,00:51.620,2
124,it.,51.620,51.820,0.200,00:51.620,00:51.820,3
125,A,52.220,52.440,0.220,00:52.220,00:52.440,1
126,final,52.440,52.840,0.400,00:52.440,00:52.840,5
127,method,52.840,53.260,0.420,00:52.840,00:53.260,6
128,is,53.260,53.540,0.280,00:53.260,00:53.540,2
129,a,53.540,53.660,0.120,00:53.540,00:53.660,1
130,directive.,53.660,54.140,0.480,00:53.660,00:54.140,10
131,It,54.140,54.760,0.620,00:54.140,00:54.760,2
132,"says,",54.760,55.040,0.280,00:54.760,00:55.040,5
133,this,55.500,55.660,0.160,00:55.500,00:55.660,4
134,behavior,55.660,56.200,0.540,00:55.660,00:56.200,8
135,is,56.200,56.520,0.320,00:56.200,00:56.520,2
136,fixed.,56.520,57.000,0.480,00:56.520,00:57.000,6
137,The,57.380,57.480,0.100,00:57.380,00:57.480,3
138,regulation,57.480,57.880,0.400,00:57.480,00:57.880,10
139,is,57.880,58.540,0.660,00:57.880,00:58.540,2
140,the,58.540,58.700,0.160,00:58.540,00:58.700,3
141,regulation.,58.700,59.260,0.560,00:58.700,00:59.260,11
142,Final,60.120,60.540,0.420,01:00.120,01:00.540,5
143,methods,60.540,60.900,0.360,01:00.540,01:00.900,7
144,are,60.900,61.180,0.280,01:00.900,01:01.180,3
145,used,61.180,61.520,0.340,01:01.180,01:01.520,4
146,in,61.520,61.700,0.180,01:01.520,01:01.700,2
147,exactly,61.700,62.240,0.540,01:01.700,01:02.240,7
148,this,62.240,62.520,0.280,01:02.240,01:02.520,4
149,situation.,62.520,63.200,0.680,01:02.520,01:03.200,10
150,When,63.540,63.820,0.280,01:03.540,01:03.820,4
151,a,63.820,63.920,0.100,01:03.820,01:03.920,1
152,behavior,63.920,64.400,0.480,01:03.920,01:04.400,8
153,must,64.400,64.820,0.420,01:04.400,01:04.820,4
154,be,64.820,65.160,0.340,01:04.820,01:05.160,2
155,consistent,65.160,65.760,0.600,01:05.160,01:05.760,10
156,across,65.760,66.200,0.440,01:05.760,01:06.200,6
157,every,66.200,66.820,0.620,01:06.200,01:06.820,5
158,subtype,66.820,67.380,0.560,01:06.820,01:07.380,7
159,in,67.380,67.560,0.180,01:07.380,01:07.560,2
160,the,67.560,67.700,0.140,01:07.560,01:07.700,3
161,"hierarchy,",67.700,68.120,0.420,01:07.700,01:08.120,10
162,when,68.660,68.920,0.260,01:08.660,01:08.920,4
163,overriding,68.920,69.600,0.680,01:08.920,01:09.600,10
164,it,69.600,69.860,0.260,01:09.600,01:09.860,2
165,would,69.860,70.040,0.180,01:09.860,01:10.040,5
166,violate,70.040,70.440,0.400,01:10.040,01:10.440,7
167,a,70.440,70.620,0.180,01:10.440,01:10.620,1
168,"contract,",70.620,71.060,0.440,01:10.620,01:11.060,9
169,a,71.420,71.500,0.080,01:11.420,01:11.500,1
170,legal,71.500,71.780,0.280,01:11.500,01:11.780,5
171,"requirement,",71.780,72.360,0.580,01:11.780,01:12.360,12
172,or,72.600,72.700,0.100,01:12.600,01:12.700,2
173,a,72.700,72.820,0.120,01:12.700,01:12.820,1
174,safety,72.820,73.100,0.280,01:12.820,01:13.100,6
175,standard.,73.100,73.540,0.440,01:13.100,01:13.540,9
176,The,74.040,74.360,0.320,01:14.040,01:14.360,3
177,method,74.360,74.740,0.380,01:14.360,01:14.740,6
178,does,74.740,75.080,0.340,01:14.740,01:15.080,4
179,its,75.080,75.320,0.240,01:15.080,01:15.320,3
180,job.,75.320,75.620,0.300,01:15.320,01:15.620,4
