Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
1,This,0.000,0.500,0.500,00:00.000,00:00.500,4
2,is,0.500,0.780,0.280,00:00.500,00:00.780,2
3,day,0.780,1.000,0.220,00:00.780,00:01.000,3
4,39,1.000,1.640,0.640,00:01.000,00:01.640,2
5,of,1.640,2.000,0.360,00:01.640,00:02.000,2
6,learning,2.000,2.240,0.240,00:02.000,00:02.240,8
7,National,2.240,2.880,0.640,00:02.240,00:02.880,8
8,Railway,2.880,3.420,0.540,00:02.880,00:03.420,7
9,System,3.420,3.880,0.460,00:03.420,00:03.880,6
10,in,3.880,4.160,0.280,00:03.880,00:04.160,2
11,Java,4.160,4.440,0.280,00:04.160,00:04.440,4
12,from,4.440,4.860,0.420,00:04.440,00:04.860,4
13,first,4.860,5.260,0.400,00:04.860,00:05.260,5
14,principles.,5.260,5.940,0.680,00:05.260,00:05.940,11
15,Last,6.480,6.860,0.380,00:06.480,00:06.860,4
16,"day,",6.860,7.240,0.380,00:06.860,00:07.240,4
17,we,7.400,7.480,0.080,00:07.400,00:07.480,2
18,learned,7.480,7.720,0.240,00:07.480,00:07.720,7
19,how,7.720,7.960,0.240,00:07.720,00:07.960,3
20,a,7.960,8.100,0.140,00:07.960,00:08.100,1
21,static,8.100,8.460,0.360,00:08.100,00:08.460,6
22,variable,8.460,9.020,0.560,00:08.460,00:09.020,8
23,belongs,9.020,9.420,0.400,00:09.020,00:09.420,7
24,to,9.420,9.780,0.360,00:09.420,00:09.780,2
25,the,9.780,9.920,0.140,00:09.780,00:09.920,3
26,"class,",9.920,10.240,0.320,00:09.920,00:10.240,6
27,one,10.680,10.960,0.280,00:10.680,00:10.960,3
28,shared,10.960,11.380,0.420,00:10.960,00:11.380,6
29,value,11.380,11.840,0.460,00:11.380,00:11.840,5
30,across,11.840,12.280,0.440,00:11.840,00:12.280,6
31,every,12.280,12.980,0.700,00:12.280,00:12.980,5
32,object.,12.980,13.480,0.500,00:12.980,00:13.480,7
33,"Today,",14.060,14.360,0.300,00:14.060,00:14.360,6
34,we,14.580,14.740,0.160,00:14.580,00:14.740,2
35,learned,14.740,15.020,0.280,00:14.740,00:15.020,7
36,the,15.020,15.200,0.180,00:15.020,00:15.200,3
37,static,15.200,15.540,0.340,00:15.200,00:15.540,6
38,method.,15.540,15.940,0.400,00:15.540,00:15.940,7
39,To,16.500,16.720,0.220,00:16.500,00:16.720,2
40,call,16.720,16.960,0.240,00:16.720,00:16.960,4
41,a,16.960,17.160,0.200,00:16.960,00:17.160,1
42,regular,17.160,17.560,0.400,00:17.160,00:17.560,7
43,"method,",17.560,17.940,0.380,00:17.560,00:17.940,7
44,you,18.180,18.260,0.080,00:18.180,00:18.260,3
45,need,18.260,18.520,0.260,00:18.260,00:18.520,4
46,an,18.520,18.660,0.140,00:18.520,00:18.660,2
47,"object,",18.660,19.020,0.360,00:18.660,00:19.020,7
48,train1,19.600,20.180,0.580,00:19.600,00:20.180,6
49,.getSpeed.,20.180,21.600,1.420,00:20.180,00:21.600,10
50,The,21.860,22.080,0.220,00:21.860,00:22.080,3
51,object,22.080,22.420,0.340,00:22.080,00:22.420,6
52,must,22.420,22.780,0.360,00:22.420,00:22.780,4
53,exist,22.780,23.280,0.500,00:22.780,00:23.280,5
54,first.,23.280,23.720,0.440,00:23.280,00:23.720,6
55,But,24.240,24.480,0.240,00:24.240,00:24.480,3
56,some,24.480,24.800,0.320,00:24.480,00:24.800,4
57,operations,24.800,25.520,0.720,00:24.800,00:25.520,10
58,in,25.520,25.800,0.280,00:25.520,00:25.800,2
59,the,25.800,25.920,0.120,00:25.800,00:25.920,3
60,railway,25.920,26.160,0.240,00:25.920,00:26.160,7
61,system,26.160,26.720,0.560,00:26.160,00:26.720,6
62,do,26.720,26.960,0.240,00:26.720,00:26.960,2
63,not,26.960,27.200,0.240,00:26.960,00:27.200,3
64,belong,27.200,27.520,0.320,00:27.200,00:27.520,6
65,to,27.520,27.840,0.320,00:27.520,00:27.840,2
66,any,27.840,28.180,0.340,00:27.840,00:28.180,3
67,single,28.180,28.700,0.520,00:28.180,00:28.700,6
68,object.,28.700,29.240,0.540,00:28.700,00:29.240,7
69,The,29.240,29.900,0.660,00:29.240,00:29.900,3
70,control,29.900,30.280,0.380,00:29.900,00:30.280,7
71,room,30.280,30.660,0.380,00:30.280,00:30.660,4
72,needs,30.660,31.140,0.480,00:30.660,00:31.140,5
73,station,31.140,31.780,0.640,00:31.140,00:31.780,7
74,.total,31.780,32.780,1.000,00:31.780,00:32.780,6
75,network,32.780,33.100,0.320,00:32.780,00:33.100,7
76,stations.,33.100,33.740,0.640,00:33.100,00:33.740,9
77,This,34.040,34.460,0.420,00:34.040,00:34.460,4
78,is,34.460,34.720,0.260,00:34.460,00:34.720,2
79,a,34.720,34.840,0.120,00:34.720,00:34.840,1
80,network,34.840,35.240,0.400,00:34.840,00:35.240,7
81,-level,35.240,35.700,0.460,00:35.240,00:35.700,6
82,query.,35.700,36.180,0.480,00:35.700,00:36.180,6
83,No,36.740,36.900,0.160,00:36.740,00:36.900,2
84,specific,36.900,37.540,0.640,00:36.900,00:37.540,8
85,station,37.540,38.120,0.580,00:37.540,00:38.120,7
86,object,38.120,38.520,0.400,00:38.120,00:38.520,6
87,is,38.520,38.740,0.220,00:38.520,00:38.740,2
88,needed.,38.740,39.060,0.320,00:38.740,00:39.060,7
89,No,39.520,39.700,0.180,00:39.520,00:39.700,2
90,instance,39.700,40.220,0.520,00:39.700,00:40.220,8
91,has,40.220,40.660,0.440,00:40.220,00:40.660,3
92,to,40.660,40.920,0.260,00:40.660,00:40.920,2
93,exist.,40.920,41.460,0.540,00:40.920,00:41.460,6
94,Declare,42.060,42.460,0.400,00:42.060,00:42.460,7
95,the,42.460,42.600,0.140,00:42.460,00:42.600,3
96,method,42.600,42.940,0.340,00:42.600,00:42.940,6
97,as,42.940,43.200,0.260,00:42.940,00:43.200,2
98,static,43.200,43.640,0.440,00:43.200,00:43.640,6
99,and,43.640,44.120,0.480,00:43.640,00:44.120,3
100,you,44.120,44.240,0.120,00:44.120,00:44.240,3
101,call,44.240,44.460,0.220,00:44.240,00:44.460,4
102,it,44.460,44.660,0.200,00:44.460,00:44.660,2
103,directly,44.660,45.240,0.580,00:44.660,00:45.240,8
104,on,45.240,45.520,0.280,00:45.240,00:45.520,2
105,the,45.520,45.640,0.120,00:45.520,00:45.640,3
106,class.,45.640,46.000,0.360,00:45.640,00:46.000,6
107,Station,46.480,46.900,0.420,00:46.480,00:46.900,7
108,.total,46.900,47.900,1.000,00:46.900,00:47.900,6
109,network,47.900,48.200,0.300,00:47.900,00:48.200,7
110,stations.,48.200,48.820,0.620,00:48.200,00:48.820,9
111,No,49.300,49.520,0.220,00:49.300,00:49.520,2
112,object.,49.520,49.980,0.460,00:49.520,00:49.980,7
113,No,50.460,50.620,0.160,00:50.460,00:50.620,2
114,constructor.,50.620,51.220,0.600,00:50.620,00:51.220,12
115,Nothing.,51.700,51.960,0.260,00:51.700,00:51.960,8
116,Static,52.700,53.160,0.460,00:52.700,00:53.160,6
117,methods,53.160,53.520,0.360,00:53.160,00:53.520,7
118,can,53.520,53.780,0.260,00:53.520,00:53.780,3
119,only,53.780,54.160,0.380,00:53.780,00:54.160,4
120,work,54.160,54.420,0.260,00:54.160,00:54.420,4
121,with,54.420,54.680,0.260,00:54.420,00:54.680,4
122,static,54.680,55.060,0.380,00:54.680,00:55.060,6
123,data.,55.060,55.480,0.420,00:55.060,00:55.480,5
124,They,55.780,55.980,0.200,00:55.780,00:55.980,4
125,cannot,55.980,56.340,0.360,00:55.980,00:56.340,6
126,access,56.340,56.860,0.520,00:56.340,00:56.860,6
127,instance,56.860,57.380,0.520,00:56.860,00:57.380,8
