Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
1,This,0.000,0.280,0.280,00:00.000,00:00.280,4
2,is,0.280,0.580,0.300,00:00.280,00:00.580,2
3,day,0.580,0.820,0.240,00:00.580,00:00.820,3
4,26,0.820,1.460,0.640,00:00.820,00:01.460,2
5,of,1.460,1.780,0.320,00:01.460,00:01.780,2
6,learning,1.780,2.100,0.320,00:01.780,00:02.100,8
7,agent,2.100,2.600,0.500,00:02.100,00:02.600,5
8,AI,2.600,3.120,0.520,00:02.600,00:03.120,2
9,from,3.120,3.560,0.440,00:03.120,00:03.560,4
10,first,3.560,3.900,0.340,00:03.560,00:03.900,5
11,principles.,3.900,4.480,0.580,00:03.900,00:04.480,11
12,Last,5.080,5.360,0.280,00:05.080,00:05.360,4
13,"day,",5.360,5.660,0.300,00:05.360,00:05.660,4
14,we,5.760,5.820,0.060,00:05.760,00:05.820,2
15,learned,5.820,6.060,0.240,00:05.820,00:06.060,7
16,what,6.060,6.460,0.400,00:06.060,00:06.460,4
17,an,6.460,6.620,0.160,00:06.460,00:06.620,2
18,action,6.620,6.920,0.300,00:06.620,00:06.920,6
19,is.,6.920,7.300,0.380,00:06.920,00:07.300,3
20,An,7.720,7.880,0.160,00:07.720,00:07.880,2
21,observation,7.880,8.320,0.440,00:07.880,00:08.320,11
22,is,8.320,8.820,0.500,00:08.320,00:08.820,2
23,the,8.820,8.940,0.120,00:08.820,00:08.940,3
24,results,8.940,9.280,0.340,00:08.940,00:09.280,7
25,of,9.280,9.660,0.380,00:09.280,00:09.660,2
26,an,9.660,9.800,0.140,00:09.660,00:09.800,2
27,action.,9.800,10.200,0.400,00:09.800,00:10.200,7
28,Return,10.620,10.960,0.340,00:10.620,00:10.960,6
29,to,10.960,11.260,0.300,00:10.960,00:11.260,2
30,the,11.260,11.420,0.160,00:11.260,00:11.420,3
31,agent,11.420,11.680,0.260,00:11.420,00:11.680,5
32,as,11.680,11.940,0.260,00:11.680,00:11.940,2
33,new,11.940,12.180,0.240,00:11.940,00:12.180,3
34,input,12.180,12.600,0.420,00:12.180,00:12.600,5
35,for,12.600,12.860,0.260,00:12.600,00:12.860,3
36,the,12.860,12.980,0.120,00:12.860,00:12.980,3
37,next,12.980,13.340,0.360,00:12.980,00:13.340,4
38,loop,13.340,13.720,0.380,00:13.340,00:13.720,4
39,iteration.,13.720,14.200,0.480,00:13.720,00:14.200,10
40,The,14.860,15.020,0.160,00:14.860,00:15.020,3
41,agent,15.020,15.320,0.300,00:15.020,00:15.320,5
42,called,15.320,15.620,0.300,00:15.320,00:15.620,6
