Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
1,This,0.000,0.540,0.540,00:00.000,00:00.540,4
2,is,0.540,0.840,0.300,00:00.540,00:00.840,2
3,day,0.840,1.100,0.260,00:00.840,00:01.100,3
4,42,1.100,1.840,0.740,00:01.100,00:01.840,2
5,of,1.840,2.260,0.420,00:01.840,00:02.260,2
6,learning,2.260,2.580,0.320,00:02.260,00:02.580,8
7,national,2.580,3.220,0.640,00:02.580,00:03.220,8
8,railway,3.220,3.640,0.420,00:03.220,00:03.640,7
9,system,3.640,4.260,0.620,00:03.640,00:04.260,6
10,in,4.260,4.520,0.260,00:04.260,00:04.520,2
11,Java,4.520,4.800,0.280,00:04.520,00:04.800,4
12,from,4.800,5.300,0.500,00:04.800,00:05.300,4
13,first,5.300,5.680,0.380,00:05.300,00:05.680,5
14,principles.,5.680,6.340,0.660,00:05.680,00:06.340,11
15,Last,6.840,7.280,0.440,00:06.840,00:07.280,4
16,"day,",7.280,7.680,0.400,00:07.280,00:07.680,4
17,we,7.920,8.000,0.080,00:07.920,00:08.000,2
18,learned,8.000,8.260,0.260,00:08.000,00:08.260,7
19,how,8.260,8.600,0.340,00:08.260,00:08.600,3
20,instance,8.600,9.120,0.520,00:08.600,00:09.120,8
21,variables,9.120,9.640,0.520,00:09.120,00:09.640,9
22,describe,9.640,10.280,0.640,00:09.640,00:10.280,8
23,one,10.280,10.820,0.540,00:10.280,00:10.820,3
24,"object,",10.820,11.380,0.560,00:10.820,00:11.380,7
25,while,11.680,11.940,0.260,00:11.680,00:11.940,5
26,static,11.940,12.460,0.520,00:11.940,00:12.460,6
27,variables,12.460,12.980,0.520,00:12.460,00:12.980,9
28,describe,12.980,13.560,0.580,00:12.980,00:13.560,8
29,the,13.560,13.900,0.340,00:13.560,00:13.900,3
30,class,13.900,14.260,0.360,00:13.900,00:14.260,5
31,as,14.260,14.560,0.300,00:14.260,00:14.560,2
32,a,14.560,14.700,0.140,00:14.560,00:14.700,1
33,"whole,",14.700,14.900,0.200,00:14.700,00:14.900,6
34,and,15.180,15.560,0.380,00:15.180,00:15.560,3
35,why,15.560,15.880,0.320,00:15.560,00:15.880,3
36,mixing,15.880,16.460,0.580,00:15.880,00:16.460,6
37,them,16.460,16.800,0.340,00:16.460,00:16.800,4
38,breaks,16.800,17.300,0.500,00:16.800,00:17.300,6
39,the,17.300,17.600,0.300,00:17.300,00:17.600,3
40,system.,17.600,17.980,0.380,00:17.600,00:17.980,7
41,"Today,",18.620,19.080,0.460,00:18.620,00:19.080,6
42,we,19.420,19.640,0.220,00:19.420,00:19.640,2
43,learn,19.640,19.980,0.340,00:19.640,00:19.980,5
44,the,19.980,20.340,0.360,00:19.980,00:20.340,3
45,object,20.340,20.840,0.500,00:20.340,00:20.840,6
46,class.,20.840,21.300,0.460,00:20.840,00:21.300,6
47,Every,21.940,22.380,0.440,00:21.940,00:22.380,5
48,class,22.380,22.720,0.340,00:22.380,00:22.720,5
49,in,22.720,22.920,0.200,00:22.720,00:22.920,2
50,Java,22.920,23.320,0.400,00:22.920,00:23.320,4
51,has,23.320,23.760,0.440,00:23.320,00:23.760,3
52,a,23.760,23.960,0.200,00:23.760,00:23.960,1
53,parent.,23.960,24.320,0.360,00:23.960,00:24.320,7
54,Even,24.760,25.120,0.360,00:24.760,00:25.120,4
55,if,25.120,25.340,0.220,00:25.120,00:25.340,2
56,you,25.340,25.460,0.120,00:25.340,00:25.460,3
57,never,25.460,25.840,0.380,00:25.460,00:25.840,5
58,write,25.840,26.240,0.400,00:25.840,00:26.240,5
59,"extends,",26.240,26.860,0.620,00:26.240,00:26.860,8
60,there,27.380,27.640,0.260,00:27.380,00:27.640,5
61,is,27.640,27.800,0.160,00:27.640,00:27.800,2
62,still,27.800,28.140,0.340,00:27.800,00:28.140,5
63,a,28.140,28.400,0.260,00:28.140,00:28.400,1
64,parent.,28.400,28.720,0.320,00:28.400,00:28.720,7
65,That,28.720,29.560,0.840,00:28.720,00:29.560,4
66,parent,29.560,30.080,0.520,00:29.560,00:30.080,6
67,is,30.080,30.520,0.440,00:30.080,00:30.520,2
68,Java,30.520,30.960,0.440,00:30.520,00:30.960,4
69,.lang,30.960,31.780,0.820,00:30.960,00:31.780,5
70,.object,31.780,32.700,0.920,00:31.780,00:32.700,7
71,"Train,",32.700,33.740,1.040,00:32.700,00:33.740,6
72,"station,",34.040,34.720,0.680,00:34.040,00:34.720,8
73,"ticket,",35.280,35.520,0.240,00:35.280,00:35.520,7
74,"passenger,",36.000,36.480,0.480,00:36.000,00:36.480,10
75,every,36.720,37.460,0.740,00:36.720,00:37.460,5
76,single,37.460,37.880,0.420,00:37.460,00:37.880,6
77,one,37.880,38.260,0.380,00:37.880,00:38.260,3
78,silently,38.260,38.960,0.700,00:38.260,00:38.960,8
79,extends,38.960,39.620,0.660,00:38.960,00:39.620,7
80,object.,39.620,40.500,0.880,00:39.620,00:40.500,7
81,Java,40.940,41.460,0.520,00:40.940,00:41.460,4
82,inserts,41.460,41.940,0.480,00:41.460,00:41.940,7
83,this,41.940,42.320,0.380,00:41.940,00:42.320,4
84,relationship,42.320,42.960,0.640,00:42.320,00:42.960,12
85,automatically.,42.960,43.700,0.740,00:42.960,00:43.700,14
86,You,44.260,44.500,0.240,00:44.260,00:44.500,3
87,cannot,44.500,45.060,0.560,00:44.500,00:45.060,6
88,opt,45.060,45.460,0.400,00:45.060,00:45.460,3
89,out.,45.460,45.780,0.320,00:45.460,00:45.780,4
90,Because,46.180,46.800,0.620,00:46.180,00:46.800,7
91,of,46.800,47.040,0.240,00:46.800,00:47.040,2
92,"that,",47.040,47.260,0.220,00:47.040,00:47.260,5
93,every,47.620,47.920,0.300,00:47.620,00:47.920,5
94,object,47.920,48.360,0.440,00:47.920,00:48.360,6
95,in,48.360,48.560,0.200,00:48.360,00:48.560,2
96,the,48.560,48.660,0.100,00:48.560,00:48.660,3
97,system,48.660,49.020,0.360,00:48.660,00:49.020,6
98,inherits,49.020,49.820,0.800,00:49.020,00:49.820,8
99,three,49.820,50.200,0.380,00:49.820,00:50.200,5
100,methods,50.200,50.660,0.460,00:50.200,00:50.660,7
101,used,50.660,51.440,0.780,00:50.660,00:51.440,4
102,constantly.,51.440,52.180,0.740,00:51.440,00:52.180,11
103,Dot,52.180,53.180,1.000,00:52.180,00:53.180,3
104,2,53.180,53.580,0.400,00:53.180,00:53.580,1
105,string,53.580,53.940,0.360,00:53.580,00:53.940,6
106,converts,53.940,54.780,0.840,00:53.940,00:54.780,8
107,the,54.780,55.160,0.380,00:54.780,00:55.160,3
108,object,55.160,55.580,0.420,00:55.160,00:55.580,6
109,to,55.580,55.940,0.360,00:55.580,00:55.940,2
110,a,55.940,56.100,0.160,00:55.940,00:56.100,1
111,readable,56.100,56.420,0.320,00:56.100,00:56.420,8
