Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
1,This,0.000,0.500,0.500,00:00.000,00:00.500,4
2,is,0.500,0.680,0.180,00:00.500,00:00.680,2
3,day,0.680,0.880,0.200,00:00.680,00:00.880,3
4,43,0.880,1.480,0.600,00:00.880,00:01.480,2
5,of,1.480,1.880,0.400,00:01.480,00:01.880,2
6,learning,1.880,2.100,0.220,00:01.880,00:02.100,8
7,National,2.100,2.700,0.600,00:02.100,00:02.700,8
8,Railway,2.700,3.240,0.540,00:02.700,00:03.240,7
9,System,3.240,3.620,0.380,00:03.240,00:03.620,6
10,in,3.620,3.840,0.220,00:03.620,00:03.840,2
11,Java,3.840,4.120,0.280,00:03.840,00:04.120,4
12,from,4.120,4.600,0.480,00:04.120,00:04.600,4
13,first,4.600,4.980,0.380,00:04.600,00:04.980,5
14,principles.,4.980,5.580,0.600,00:04.980,00:05.580,11
15,Last,6.200,6.820,0.620,00:06.200,00:06.820,4
16,"day,",6.820,7.160,0.340,00:06.820,00:07.160,4
17,we,7.400,7.500,0.100,00:07.400,00:07.500,2
18,learned,7.500,7.740,0.240,00:07.500,00:07.740,7
19,how,7.740,7.960,0.220,00:07.740,00:07.960,3
20,the,7.960,8.120,0.160,00:07.960,00:08.120,3
21,object,8.120,8.500,0.380,00:08.120,00:08.500,6
22,class,8.500,8.860,0.360,00:08.500,00:08.860,5
23,silently,8.860,9.580,0.720,00:08.860,00:09.580,8
24,sits,9.580,10.080,0.500,00:09.580,00:10.080,4
25,at,10.080,10.220,0.140,00:10.080,00:10.220,2
26,the,10.220,10.300,0.080,00:10.220,00:10.300,3
27,top,10.300,10.500,0.200,00:10.300,00:10.500,3
28,of,10.500,10.720,0.220,00:10.500,00:10.720,2
29,every,10.720,11.120,0.400,00:10.720,00:11.120,5
30,class,11.120,11.480,0.360,00:11.120,00:11.480,5
31,"hierarchy,",11.480,12.120,0.640,00:11.480,00:12.120,10
32,giving,12.420,12.840,0.420,00:12.420,00:12.840,6
33,every,12.840,13.280,0.440,00:12.840,00:13.280,5
34,object,13.280,13.700,0.420,00:13.280,00:13.700,6
35,two,13.700,14.240,0.540,00:13.700,00:14.240,3
36,"string,",14.240,14.580,0.340,00:14.240,00:14.580,7
37,"equals,",15.100,15.500,0.400,00:15.100,00:15.500,7
38,and,15.800,15.940,0.140,00:15.800,00:15.940,3
