Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
1,This,0.000,0.460,0.460,00:00.000,00:00.460,4
2,is,0.460,0.780,0.320,00:00.460,00:00.780,2
3,J35,0.780,1.560,0.780,00:00.780,00:01.560,3
4,of,1.560,1.980,0.420,00:01.560,00:01.980,2
5,learning,1.980,2.260,0.280,00:01.980,00:02.260,8
6,Java,2.260,2.580,0.320,00:02.260,00:02.580,4
7,from,2.580,3.000,0.420,00:02.580,00:03.000,4
8,first,3.000,3.300,0.300,00:03.000,00:03.300,5
9,principles.,3.300,3.900,0.600,00:03.300,00:03.900,11
10,Last,4.460,4.780,0.320,00:04.460,00:04.780,4
11,"day,",4.780,5.160,0.380,00:04.780,00:05.160,4
12,we,5.400,5.500,0.100,00:05.400,00:05.500,2
13,learned,5.500,5.800,0.300,00:05.500,00:05.800,7
14,how,5.800,6.080,0.280,00:05.800,00:06.080,3
15,covariant,6.080,6.840,0.760,00:06.080,00:06.840,9
16,return,6.840,7.160,0.320,00:06.840,00:07.160,6
17,type,7.160,7.660,0.500,00:07.160,00:07.660,4
18,lets,7.660,8.180,0.520,00:07.660,00:08.180,4
19,a,8.180,8.460,0.280,00:08.180,00:08.460,1
20,child,8.460,8.820,0.360,00:08.460,00:08.820,5
21,method,8.820,9.280,0.460,00:08.820,00:09.280,6
22,return,9.280,9.820,0.540,00:09.280,00:09.820,6
23,a,9.820,10.040,0.220,00:09.820,00:10.040,1
24,more,10.040,10.260,0.220,00:10.040,00:10.260,4
25,specific,10.260,10.760,0.500,00:10.260,00:10.760,8
26,type,10.760,11.160,0.400,00:10.760,00:11.160,4
27,than,11.160,11.640,0.480,00:11.160,00:11.640,4
28,its,11.640,11.840,0.200,00:11.640,00:11.840,3
29,parent,11.840,12.160,0.320,00:11.840,00:12.160,6
30,declared.,12.160,12.700,0.540,00:12.160,00:12.700,9
31,"Today,",13.460,13.740,0.280,00:13.460,00:13.740,6
32,we,14.080,14.280,0.200,00:14.080,00:14.280,2
33,are,14.280,14.380,0.100,00:14.280,00:14.380,3
34,looking,14.380,14.680,0.300,00:14.380,00:14.680,7
35,at,14.680,14.920,0.240,00:14.680,00:14.920,2
36,the,14.920,15.080,0.160,00:14.920,00:15.080,3
37,final,15.080,15.540,0.460,00:15.080,00:15.540,5
38,keyword,15.540,16.060,0.520,00:15.540,00:16.060,7
39,applied,16.060,16.600,0.540,00:16.060,00:16.600,7
40,to,16.600,16.840,0.240,00:16.600,00:16.840,2
41,variables.,16.840,17.280,0.440,00:16.840,00:17.280,10
42,Every,18.060,18.500,0.440,00:18.060,00:18.500,5
43,train,18.500,18.820,0.320,00:18.500,00:18.820,5
44,object,18.820,19.200,0.380,00:18.820,00:19.200,6
45,in,19.200,19.440,0.240,00:19.200,00:19.440,2
46,the,19.440,19.560,0.120,00:19.440,00:19.560,3
47,railway,19.560,19.820,0.260,00:19.560,00:19.820,7
48,system,19.820,20.340,0.520,00:19.820,00:20.340,6
49,has,20.340,20.720,0.380,00:20.340,00:20.720,3
50,a,20.720,20.880,0.160,00:20.720,00:20.880,1
51,registration,20.880,21.360,0.480,00:20.880,00:21.360,12
52,number.,21.360,21.900,0.540,00:21.360,00:21.900,7
53,That,22.360,22.600,0.240,00:22.360,00:22.600,4
54,number,22.600,23.000,0.400,00:22.600,00:23.000,6
55,is,23.000,23.240,0.240,00:23.000,00:23.240,2
56,assigned,23.240,23.620,0.380,00:23.240,00:23.620,8
57,the,23.620,23.900,0.280,00:23.620,00:23.900,3
58,moment,23.900,24.260,0.360,00:23.900,00:24.260,6
59,the,24.260,24.480,0.220,00:24.260,00:24.480,3
60,train,24.480,24.760,0.280,00:24.480,00:24.760,5
61,enters,24.760,25.100,0.340,00:24.760,00:25.100,6
62,service.,25.100,25.600,0.500,00:25.100,00:25.600,8
63,It,26.120,26.280,0.160,00:26.120,00:26.280,2
64,cannot,26.280,26.520,0.240,00:26.280,00:26.520,6
65,"change,",26.520,26.940,0.420,00:26.520,00:26.940,7
66,ever.,27.280,27.600,0.320,00:27.280,00:27.600,5
67,If,28.000,28.340,0.340,00:28.000,00:28.340,2
68,it,28.340,28.500,0.160,00:28.340,00:28.500,2
69,could,28.500,28.680,0.180,00:28.500,00:28.680,5
70,be,28.680,28.900,0.220,00:28.680,00:28.900,2
71,reassigned,28.900,29.420,0.520,00:28.900,00:29.420,10
72,mid,29.420,29.720,0.300,00:29.420,00:29.720,3
73,"-operation,",29.720,30.240,0.520,00:29.720,00:30.240,11
74,records,30.800,31.040,0.240,00:30.800,00:31.040,7
75,would,31.040,31.280,0.240,00:31.040,00:31.280,5
76,"break,",31.280,31.580,0.300,00:31.280,00:31.580,6
77,bookings,31.980,32.360,0.380,00:31.980,00:32.360,8
78,would,32.360,32.520,0.160,00:32.360,00:32.520,5
79,"corrupt,",32.520,32.860,0.340,00:32.520,00:32.860,8
80,and,33.160,33.460,0.300,00:33.160,00:33.460,3
81,the,33.460,33.620,0.160,00:33.460,00:33.620,3
82,entire,33.620,34.100,0.480,00:33.620,00:34.100,6
83,audit,34.100,34.460,0.360,00:34.100,00:34.460,5
84,trail,34.460,34.780,0.320,00:34.460,00:34.780,5
85,would,34.780,35.000,0.220,00:34.780,00:35.000,5
86,be,35.000,35.160,0.160,00:35.000,00:35.160,2
87,destroyed.,35.160,35.640,0.480,00:35.160,00:35.640,10
88,In,36.300,36.440,0.140,00:36.300,00:36.440,2
89,"Java,",36.440,36.840,0.400,00:36.440,00:36.840,5
90,you,37.160,37.240,0.080,00:37.160,00:37.240,3
91,declare,37.240,37.580,0.340,00:37.240,00:37.580,7
92,that,37.580,37.820,0.240,00:37.580,00:37.820,4
93,variable,37.820,38.280,0.460,00:37.820,00:38.280,8
94,as,38.280,38.620,0.340,00:38.280,00:38.620,2
95,final.,38.620,39.040,0.420,00:38.620,00:39.040,6
96,Final,39.500,39.980,0.480,00:39.500,00:39.980,5
97,string,39.980,40.400,0.420,00:39.980,00:40.400,6
98,train,40.400,40.980,0.580,00:40.400,00:40.980,5
99,underscore,40.980,41.660,0.680,00:40.980,00:41.660,10
100,id.,41.660,42.160,0.500,00:41.660,00:42.160,3
101,It,42.760,42.960,0.200,00:42.760,00:42.960,2
102,is,42.960,43.080,0.120,00:42.960,00:43.080,2
103,assigned,43.080,43.440,0.360,00:43.080,00:43.440,8
104,exactly,43.440,44.020,0.580,00:43.440,00:44.020,7
105,"once,",44.020,44.500,0.480,00:44.020,00:44.500,5
106,typically,44.840,45.140,0.300,00:44.840,00:45.140,9
107,in,45.140,45.460,0.320,00:45.140,00:45.460,2
108,the,45.460,45.560,0.100,00:45.460,00:45.560,3
109,constructor.,45.560,46.060,0.500,00:45.560,00:46.060,12
110,And,46.460,46.700,0.240,00:46.460,00:46.700,3
111,after,46.700,46.940,0.240,00:46.700,00:46.940,5
112,"that,",46.940,47.220,0.280,00:46.940,00:47.220,5
113,the,47.440,47.520,0.080,00:47.440,00:47.520,3
114,value,47.520,47.900,0.380,00:47.520,00:47.900,5
115,is,47.900,48.140,0.240,00:47.900,00:48.140,2
116,locked.,48.140,48.420,0.280,00:48.140,00:48.420,7
117,Any,48.960,49.260,0.300,00:48.960,00:49.260,3
118,attempt,49.260,49.640,0.380,00:49.260,00:49.640,7
119,to,49.640,49.900,0.260,00:49.640,00:49.900,2
120,reassign,49.900,50.380,0.480,00:49.900,00:50.380,8
121,it,50.380,50.620,0.240,00:50.380,00:50.620,2
122,causes,50.620,51.060,0.440,00:50.620,00:51.060,6
123,a,51.060,51.300,0.240,00:51.060,00:51.300,1
124,compile,51.300,51.600,0.300,00:51.300,00:51.600,7
125,time,51.600,52.060,0.460,00:51.600,00:52.060,4
126,error.,52.060,52.420,0.360,00:52.060,00:52.420,6
127,The,53.020,53.200,0.180,00:53.020,00:53.200,3
128,compiler,53.200,53.660,0.460,00:53.200,00:53.660,8
129,enforces,53.660,54.280,0.620,00:53.660,00:54.280,8
130,"immutability,",54.280,55.060,0.780,00:54.280,00:55.060,13
131,not,55.060,55.760,0.700,00:55.060,00:55.760,3
132,a,55.760,55.960,0.200,00:55.760,00:55.960,1
133,"convention,",55.960,56.460,0.500,00:55.960,00:56.460,11
134,not,56.960,57.180,0.220,00:56.960,00:57.180,3
135,a,57.180,57.320,0.140,00:57.180,00:57.320,1
136,comment,57.320,57.700,0.380,00:57.320,00:57.700,7
137,asking,57.700,58.120,0.420,00:57.700,00:58.120,6
138,developers,58.120,58.680,0.560,00:58.120,00:58.680,10
139,to,58.680,58.980,0.300,00:58.680,00:58.980,2
140,be,58.980,59.100,0.120,00:58.980,00:59.100,2
141,"careful,",59.100,59.620,0.520,00:59.100,00:59.620,8
142,a,60.080,60.240,0.160,01:00.080,01:00.240,1
143,hard,60.240,60.620,0.380,01:00.240,01:00.620,4
144,rule,60.620,60.880,0.260,01:00.620,01:00.880,4
